age_band,savings_balance,monthly_surplus,risk_appetite_score,investment_experience,account_tenure_months,lump_sum_amount,regular_saving_amount,pension_contribution_pct,pension_pot_value,years_to_retirement,months_since_review,known_trait_count,conversation_turn,employment_status,channel,segment_id,situation_id,suggestion_id,record_id,party_ref,data_split
3.0,3203.52,293.7,2.31,0.0,,,,9.25,,5.0,,10.0,4.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,00178e4b-991b-4aaf-a9a6-179fdb78881c,ML-01381,TRAIN
2.0,0.0,451.04,1.3,1.0,,,,7.02,,,,7.0,1.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,009c250a-0eb9-4724-b7b3-f4eebd9713a2,ML-01382,TRAIN
3.0,,983.98,3.47,0.0,,,,9.41,,7.0,,8.0,2.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,af22fe12-ccda-421c-975f-f1f912fe100c,ML-01383,TRAIN
4.0,9101.74,250.45,1.0,0.0,,,,,16830.27,4.0,,9.0,3.0,2.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,fbc2a6b5-e792-41aa-acbb-68cb90a97bd4,ML-01384,TRAIN
4.0,33548.9,,2.42,1.0,,,,10.55,28852.81,,,6.0,0.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,7cd711cd-8a10-4925-b375-fb3c0d2f14d6,ML-01385,TRAIN
5.0,13077.15,420.79,1.53,1.0,,,,0.0,71820.61,1.0,,10.0,4.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,b18fa5e4-1a7a-46c8-9654-9cc8becc9c8e,ML-01386,TRAIN
3.0,39639.51,,2.11,1.0,14.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,c188d266-034a-4e0a-9227-2ee8b517a559,ML-01387,TRAIN
2.0,2056.28,211.02,2.16,0.0,12.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,af41cfe8-743e-40cc-801b-279934d0180d,ML-01388,TRAIN
2.0,5835.52,293.91,1.0,2.0,15.0,,,,,,,13.0,7.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,bbd00473-ed2b-49bc-883d-6d5cd22bc707,ML-01389,TRAIN
2.0,2199.54,634.02,,0.0,6.0,,,,,,,7.0,1.0,3.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,bb3bf244-9989-4e01-bcb0-62d83e240163,ML-01390,TRAIN
4.0,1000.0,,1.27,3.0,28.0,,,,,,,10.0,4.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,36d7ecf5-ba22-4d68-8c3a-e448717bad92,ML-01391,TRAIN
1.0,3574.88,255.64,3.44,1.0,6.0,,96.62,,,,,11.0,5.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,a8063986-7c12-4c07-bb52-0a217fe07b86,ML-01392,TRAIN
2.0,57044.36,159.07,2.13,1.0,38.0,,,,,,,7.0,1.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,3c3b0889-346a-4bba-a60e-e2d85ed3ea48,ML-01393,TRAIN
2.0,4326.96,,3.15,0.0,,,,8.0,,22.0,,7.0,1.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,9be4b4ae-28ea-441b-ba3d-53723decae1c,ML-01394,TRAIN
2.0,9135.19,401.85,2.23,0.0,,,,6.71,,16.0,,10.0,4.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,16376849-b07d-4311-a975-f466a3257efc,ML-01395,TRAIN
3.0,,533.96,2.72,0.0,,,,5.81,,18.0,,10.0,4.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,7e463d02-be44-4b8c-a0cd-321e412e8e7a,ML-01396,TRAIN
4.0,7173.87,348.79,,1.0,,,,17.18,30267.11,2.0,,6.0,0.0,3.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,42e46dbc-802f-4725-9996-461a5b6eee35,ML-01397,TRAIN
4.0,,324.83,2.71,0.0,,,,,10257.22,3.0,,9.0,3.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,c8436746-f72f-4d9f-b5d8-fb35b6aa6107,ML-01398,TRAIN
4.0,9383.54,144.33,2.64,0.0,,,,6.35,27536.45,7.0,,12.0,6.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,658f040a-b05c-4405-a99b-3ec55042881c,ML-01399,TRAIN
4.0,8041.03,581.97,2.08,2.0,,,,0.0,10000.0,2.0,23.0,9.0,3.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,207022a9-c897-4c7d-8e83-287f6b4b1027,ML-01400,TRAIN
3.0,11629.89,795.0,,0.0,32.0,,,,,,,7.0,1.0,3.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,6494fac5-1a1d-4103-b771-96e203e03ec3,ML-01401,TRAIN
1.0,,695.49,,0.0,27.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,59055f3d-f4ea-4234-a128-5bea3e433a56,ML-01402,TRAIN
3.0,2718.37,810.98,4.31,2.0,28.0,,,,,,,11.0,5.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,6c9251b4-f9ed-47cb-90d6-7c075bb83b78,ML-01403,TRAIN
2.0,,616.23,3.16,0.0,7.0,22329.5,,,,,,8.0,2.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,16a36cdf-59ed-4887-9cd6-6e842e3f0360,ML-01404,TRAIN
3.0,8687.02,428.19,1.18,2.0,28.0,,,,,,,11.0,5.0,3.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,c8bf1df3-997f-4b63-b582-c38b8f6cb56d,ML-01405,TRAIN
2.0,2880.96,224.6,2.83,0.0,16.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,e927ecee-8421-4932-9a56-992912135467,ML-01406,TRAIN
3.0,30850.58,594.62,2.8,1.0,48.0,,,,,,,10.0,4.0,1.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,25f23052-055d-490c-81a4-63e16b5bd138,ML-01407,TRAIN
2.0,2573.5,351.59,2.36,0.0,,,,4.38,,21.0,,9.0,3.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,9ff2e6be-fbdb-4d83-a685-59776bcc87a3,ML-01408,TRAIN
1.0,2825.68,,3.05,1.0,,,,7.48,,35.0,,10.0,4.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,b021e397-95e6-44f4-992b-da156434333e,ML-01409,TRAIN
3.0,1738.49,640.68,3.22,1.0,,,,4.0,,19.0,,9.0,3.0,2.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,6f892611-2e40-402a-b559-6b79e04e22b5,ML-01410,TRAIN
5.0,9616.88,359.0,,2.0,,,,18.0,13264.82,2.0,,8.0,2.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,d1f6710a-7c07-4840-bd49-124182c7db88,ML-01411,TRAIN
5.0,11707.73,582.85,1.69,0.0,,,,,,2.0,,8.0,2.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,ccab685d-9552-47e9-8500-14bca32c5849,ML-01412,TRAIN
4.0,,271.85,1.26,1.0,,,,10.62,72285.57,5.0,,9.0,3.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,5162b912-8a06-44a0-9391-c5f1b0e9a9e2,ML-01413,TRAIN
4.0,10188.17,358.93,1.0,1.0,,,,0.0,36018.92,6.0,19.0,12.0,6.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,57006fcf-b2cb-465d-adbd-759f79074387,ML-01414,TRAIN
3.0,,,1.5,2.0,33.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,da1972d6-e7dc-4aa1-b2f1-752df2e5f14c,ML-01415,TRAIN
2.0,,,2.87,0.0,13.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,cfd7ef8d-b671-4507-899d-b0cbb37677cc,ML-01416,TRAIN
2.0,3344.63,683.43,1.22,0.0,23.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,6cd6c367-c12a-4099-aeff-aacc0d0870b0,ML-01417,TRAIN
3.0,,842.22,2.95,2.0,25.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,9d29d8c8-a0e9-4e9d-90ce-ebc9d264e410,ML-01418,TRAIN
3.0,3095.53,,2.99,2.0,53.0,,,,,,,10.0,4.0,2.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,b4e965a4-b74c-4b71-8bed-c9c06f4ad417,ML-01419,TRAIN
2.0,3956.35,408.78,1.55,1.0,19.0,,149.14,,,,,6.0,0.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,1ada352d-fb22-4ccc-bf1f-2812cb097540,ML-01420,TRAIN
4.0,4115.56,861.27,,1.0,36.0,,,,,,,7.0,1.0,2.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,c5120e63-6eef-4b23-8a7a-a1bb900d5c1e,ML-01421,TRAIN
3.0,4578.51,406.51,2.95,0.0,,,,8.0,,11.0,,9.0,3.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,6f40c765-fe96-4083-b6e4-a5c6ea4f6923,ML-01422,TRAIN
1.0,0.0,273.26,,0.0,,,,7.42,,22.0,,8.0,2.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,73cd17bf-1f68-476e-ac1e-0c4ce66eb8f4,ML-01423,TRAIN
1.0,3016.29,525.86,2.87,1.0,,,,8.9,,,,7.0,1.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,19c047c9-4ecd-48cc-bd58-12d5249da89b,ML-01424,TRAIN
4.0,3628.4,251.0,1.46,1.0,,,,10.3,67416.69,19.0,,11.0,5.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,11893c1f-c63a-4a4d-883f-2dccb0b73c80,ML-01425,TRAIN
4.0,3857.18,,,1.0,,,,,22691.39,5.0,,8.0,2.0,2.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,b80ae3c4-2fa2-451d-b383-1538e87d21d8,ML-01426,TRAIN
4.0,13521.33,376.47,1.92,1.0,,,,9.36,30796.54,1.0,,9.0,3.0,3.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,2499e65c-9b04-456a-84f7-d9b87a323f0c,ML-01427,TRAIN
4.0,10640.47,375.48,,2.0,,,,,10563.62,,30.0,6.0,0.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,d6e9d0e6-ceab-48c5-8549-35bc4b164874,ML-01428,TRAIN
3.0,46990.85,465.13,2.23,1.0,12.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,54928ca4-3cea-47a1-b1d0-a61ef0faa5a6,ML-01429,TRAIN
1.0,,,2.14,0.0,25.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,57fca61a-5996-4904-af6f-374e97901aea,ML-01430,TRAIN
2.0,10091.27,100.0,,1.0,28.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,2e790000-9e65-468a-b719-4c0651e3b445,ML-01431,TRAIN
3.0,9694.38,600.45,1.69,0.0,17.0,22292.48,,,,,,11.0,5.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,d857fb33-3a86-4f2f-8c3f-e1fdb2c7a34f,ML-01432,TRAIN
3.0,,,3.53,1.0,39.0,,,,,,,9.0,3.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,6ee27738-7991-4b9c-91f8-a39a80ac7965,ML-01433,TRAIN
2.0,5347.64,,1.57,0.0,11.0,,97.39,,,,,6.0,0.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,af8e6e50-9391-4d9d-b97a-0a505b2bed68,ML-01434,TRAIN
4.0,2000.0,733.38,2.92,0.0,25.0,,,,,,,7.0,1.0,2.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,d7104c99-97b2-429e-becf-74eeda80e7e1,ML-01435,TRAIN
2.0,,569.33,2.96,1.0,,,,3.74,,,,8.0,2.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,562c7225-925c-44da-9cac-4d6d2eef4b95,ML-01436,TRAIN
2.0,4670.34,321.69,,0.0,,,,9.37,,,,7.0,1.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,8157a4e3-53d0-48bb-bf2c-669629621bbe,ML-01437,TRAIN
2.0,,645.46,3.19,0.0,,,,5.38,,6.0,,10.0,4.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,0d0ea1f1-8e99-4066-97c1-a81dc0b928b0,ML-01438,TRAIN
3.0,,,2.3,1.0,,,,10.78,62549.62,10.0,,9.0,3.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,1ee083a5-4ffa-4ff0-8668-408f1ef0ba6f,ML-01439,TRAIN
4.0,500.0,,,0.0,,,,,,,,7.0,1.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,b607df1c-ed77-49bb-ac3c-26c256175f95,ML-01440,TRAIN
4.0,10822.83,364.27,1.32,1.0,,,,,94519.1,,,7.0,1.0,2.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,584f447a-1573-46cd-9fef-34aa964c3016,ML-01441,TRAIN
4.0,500.0,447.99,,2.0,,,,0.0,,,20.0,8.0,2.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,4818b4b6-0619-4ba1-984f-798f7e08fc6e,ML-01442,TRAIN
3.0,,672.01,3.25,1.0,26.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,68dbe47d-0a82-4e90-9fb3-3ba21eb13c8c,ML-01443,TRAIN
2.0,500.0,528.3,1.74,0.0,24.0,,,,,,,12.0,6.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,cf7c9b8a-3a3c-4127-b055-bff32f68f6a0,ML-01444,TRAIN
1.0,,405.67,2.09,1.0,18.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,ddc25ac3-b8b5-4b3c-99dc-b5218b3791db,ML-01445,TRAIN
2.0,23906.25,220.09,3.27,0.0,33.0,,,,,,,10.0,4.0,3.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,7144812b-09b7-44c5-8796-fe963f3d4de2,ML-01446,TRAIN
2.0,,,1.88,2.0,24.0,,,,,,,9.0,3.0,2.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,72fa8b11-219f-405f-90b4-d74b71b99374,ML-01447,TRAIN
3.0,500.0,548.83,1.43,1.0,11.0,,67.69,,,,,6.0,0.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,91502d6e-084b-4e1a-9f2c-60a00a6b3f85,ML-01448,TRAIN
4.0,46767.34,,4.5,2.0,39.0,,,,,,,6.0,0.0,2.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,e57f80cb-f09e-4699-a00d-a8479f69f5dd,ML-01449,TRAIN
2.0,1781.07,354.04,3.18,1.0,,,,7.94,,16.0,,9.0,3.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,eb677f64-97b2-4631-9e0d-7fc8fb49459c,ML-01450,TRAIN
2.0,5302.61,244.52,1.57,0.0,,,,9.75,,15.0,,10.0,4.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,3ee97976-97f5-49ba-8d72-a542beb49300,ML-01451,TRAIN
3.0,4552.81,,1.45,1.0,,,,7.11,,17.0,,10.0,4.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,e00492e7-2c46-41c4-82a6-da053bae7024,ML-01452,TRAIN
4.0,21792.35,,,2.0,,,,,55925.18,6.0,,8.0,2.0,2.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,1482cdf8-e48e-472f-bce5-89d8a62fcd7c,ML-01453,TRAIN
4.0,4504.25,239.11,1.45,0.0,,,,,5000.0,5.0,,10.0,4.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,bbdba185-52e5-4d85-9c72-aae651a44bd5,ML-01454,TRAIN
4.0,9778.99,336.69,2.32,1.0,,,,9.18,5000.0,,,7.0,1.0,2.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,6aa325b4-03aa-4027-8845-fc431ab03687,ML-01455,TRAIN
4.0,25785.52,206.92,,1.0,,,,0.0,33447.01,3.0,18.0,7.0,1.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,70d7edfa-4f5d-4033-9303-ab8c6c6a9254,ML-01456,TRAIN
3.0,,784.23,,1.0,34.0,,,,,,,7.0,1.0,2.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,a991bebb-2f5f-4fd3-89ee-9bd377f0d3fd,ML-01457,TRAIN
1.0,,197.41,1.81,0.0,14.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,f8a03a12-f245-4741-8f85-4c4b8682b4aa,ML-01458,TRAIN
3.0,2054.46,258.78,2.57,1.0,6.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,a6c56756-0fdf-4005-a30a-41eb3ea49656,ML-01459,TRAIN
2.0,5643.68,302.67,3.28,0.0,27.0,14315.66,,,,,,11.0,5.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,d22c3669-99b7-4270-acaf-7c88ddcdaac1,ML-01460,TRAIN
1.0,9932.68,745.11,4.42,3.0,33.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,2b7573f0-a99b-4bfd-94a4-61a7af2b9996,ML-01461,TRAIN
2.0,500.0,207.52,1.0,0.0,23.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,4a985492-ffd0-4f64-b6d1-9b24d352908c,ML-01462,TRAIN
3.0,33070.33,594.29,3.35,1.0,43.0,,,,,,,11.0,5.0,1.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,54df3b38-36f3-451d-9e48-280916f18b71,ML-01463,TRAIN
2.0,7404.31,,2.82,1.0,,,,3.55,,19.0,,9.0,3.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,bc5c110e-904c-4f05-8dae-b4e94a692864,ML-01464,TRAIN
2.0,,269.05,,0.0,,,,8.75,,,,8.0,2.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,4f63c7d9-a4ee-4119-926e-419f7d353404,ML-01465,TRAIN
4.0,4365.89,,3.1,1.0,,,,12.0,,,,6.0,0.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,3d473832-9857-408e-9bc8-af728596e9a6,ML-01466,TRAIN
3.0,25319.54,,2.16,2.0,,,,7.73,,6.0,,8.0,2.0,3.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,426ad5bd-a71c-4994-a94f-fa4dd1fc71a7,ML-01467,TRAIN
4.0,5262.51,267.29,1.71,0.0,,,,,20485.23,3.0,,11.0,5.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,69a1b806-278d-4c8e-bdcb-8ca80255d3e2,ML-01468,TRAIN
4.0,21538.44,,2.96,0.0,,,,8.28,27542.07,7.0,,9.0,3.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,e241c79f-9780-4899-91a1-cef6626d5e1c,ML-01469,TRAIN
4.0,7419.21,518.86,,1.0,,,,0.0,,,19.0,8.0,2.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,e08651dc-ac9a-4795-8fef-35fda1a95de6,ML-01470,TRAIN
1.0,26895.1,465.69,,1.0,21.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,5f155cfd-75bb-49b5-9f28-b7e99197297d,ML-01471,TRAIN
1.0,6108.66,,,0.0,17.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,fba16d1c-8719-44ad-88df-132c86a7c4e3,ML-01472,TRAIN
2.0,6080.99,685.48,2.25,1.0,16.0,,,,,,,11.0,5.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,eea535d3-27e8-483a-a5e1-e7938472cb3c,ML-01473,TRAIN
3.0,14501.04,752.81,3.86,0.0,23.0,25054.58,,,,,,10.0,4.0,2.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,f0a9ad76-a6be-487e-8ac8-ce348c86a830,ML-01474,TRAIN
2.0,21503.78,,2.38,1.0,45.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,b7e1d4f6-1c15-4977-8607-849a35649147,ML-01475,TRAIN
2.0,5570.88,578.78,2.73,0.0,18.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,7281c5b1-3c79-4834-b5eb-944c9e9f13f5,ML-01476,TRAIN
5.0,36693.81,658.6,2.34,1.0,42.0,,,,,,,9.0,3.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,b10f18dd-c4ca-4b1b-bf5e-9febda5cf677,ML-01477,TRAIN
2.0,951.46,,,1.0,,,,4.89,,20.0,,6.0,0.0,1.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,517fe159-7560-4e2f-b050-de18081de97c,ML-01478,TRAIN
2.0,0.0,,1.29,0.0,,,,,,,,8.0,2.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,5105ace1-c279-4b67-89c2-9056b5e67b67,ML-01479,TRAIN
4.0,,436.92,2.67,0.0,,,,6.78,,28.0,,10.0,4.0,2.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,8a556325-ee15-401e-9f51-d91156222568,ML-01480,TRAIN
3.0,29402.67,381.8,2.26,2.0,,,,14.64,74436.01,11.0,,13.0,7.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,f4cddc7a-655c-4c24-bc9d-3b9e2886190c,ML-01481,TRAIN
5.0,10555.67,502.6,1.52,0.0,,,,,9773.89,5.0,,10.0,4.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,0c45305d-b58b-4847-9013-10c5f6cdcd53,ML-01482,TRAIN
4.0,12441.67,269.29,2.37,0.0,,,,11.86,,,,7.0,1.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,5c3b4dfa-861d-4c73-a85f-7c1d8fa38ea6,ML-01483,TRAIN
5.0,5828.92,291.75,,1.0,,,,,40131.5,1.0,30.0,8.0,2.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,0799c406-e5f4-4f09-bbfe-aefb07d8e59b,ML-01484,TRAIN
2.0,14003.93,598.16,2.63,2.0,18.0,,,,,,,10.0,4.0,3.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,a1abc4f6-7ab1-4bdb-b516-8616e4529e6b,ML-01485,TRAIN
2.0,10969.69,221.39,1.55,0.0,23.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,0b83b87c-e7a0-4da2-9716-a822a257183a,ML-01486,TRAIN
3.0,,565.4,1.26,2.0,30.0,,,,,,,8.0,2.0,3.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,3031f3a7-0089-4fac-9d2a-30d9e7f6dac3,ML-01487,TRAIN
3.0,14727.85,710.31,3.21,2.0,6.0,35668.28,,,,,,6.0,0.0,1.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,7a2c2262-218c-4fcf-8823-5ce22590414a,ML-01488,TRAIN
3.0,5606.27,,1.32,1.0,37.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,166804f3-cb48-4f3d-94ad-df327fe9b8e5,ML-01489,TRAIN
4.0,6815.48,579.63,2.13,0.0,23.0,,,,,,,7.0,1.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,25f1cb7b-dc6b-49d4-a490-fa3373e1a428,ML-01490,TRAIN
2.0,,634.58,1.9,1.0,30.0,,,,,,,6.0,0.0,3.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,33e0780a-4ce2-4a7b-985e-e95294e29928,ML-01491,TRAIN
2.0,0.0,458.23,,1.0,,,,5.94,,,,6.0,0.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,09978760-236d-4f58-9910-84d173d91ff1,ML-01492,TRAIN
3.0,7090.54,567.96,,1.0,,,,9.47,,10.0,,8.0,2.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,5f062b81-3527-4018-890e-46fe65742076,ML-01493,TRAIN
4.0,5811.92,656.78,,1.0,,,,,,6.0,,6.0,0.0,2.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,0381c00b-7938-48f0-a87b-fa1f92aec5b5,ML-01494,TRAIN
4.0,2362.16,,3.44,2.0,,,,5.3,55667.1,4.0,,8.0,2.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,b54ee6f9-636d-4c0c-b945-4b2180680e18,ML-01495,TRAIN
4.0,6676.74,79.4,2.64,0.0,,,,,,,,8.0,2.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,172d7b50-00dd-47bf-90bb-f0b6cbcd6d5c,ML-01496,TRAIN
4.0,4735.8,677.73,1.98,0.0,,,,9.91,,0.0,,8.0,2.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,dedbc31f-f227-42be-bd5d-89e7dff1d5db,ML-01497,TRAIN
4.0,,512.49,2.13,1.0,,,,0.0,26805.11,5.0,,9.0,3.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,8d9bc489-9d2c-44bc-ad28-30c9e08c4e4f,ML-01498,TRAIN
3.0,22953.89,299.5,2.07,0.0,23.0,,,,,,,11.0,5.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,6a52971a-b909-455e-9773-f7ef5ffbe444,ML-01499,TRAIN
2.0,6663.92,477.52,2.05,0.0,11.0,,,,,,,11.0,5.0,2.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,4d31110d-3856-405a-9898-3c118df17774,ML-01500,TRAIN
