record_id,party_ref,session_id,situation_id,segment_id,suggestion_id,product_type,CHAR_P1A_I1_age_band,CHAR_P1B_I1_vulnerability,CHAR_P1C_I1_employment,CHAR_F2A_I1_monthly_surplus,CHAR_F2B_I1_savings_balance,CHAR_F2I_I1_has_investment,CHAR_F2G_I1_high_cost_debt,CHAR_F2H_I1_financial_hardship,CHAR_F2J_I1_isa_sub_this_year,CHAR_F2K_I1_within_90d_tax_yr,CHAR_F2L_I1_account_tenure_mo,CHAR_F2M_I1_lump_sum,CHAR_F2N_I1_months_inactive,CHAR_F2O_I1_regular_saving,CHAR_F2P_I1_consec_months,CHAR_F2Q_I1_days_to_maturity,CHAR_F2R_I1_reinvest_instr,CHAR_P2A_I1_contrib_pct,CHAR_P2B_I1_active_dc,CHAR_P2C_I1_shortfall_flag,CHAR_P2D_I1_yrs_to_ret,CHAR_P2E_I1_default_fund,CHAR_P2F_I1_no_selection,CHAR_P2G_I1_recent_engage,CHAR_P2H_I1_life_event,CHAR_P2I_I1_access_plan,CHAR_P2J_I1_in_drawdown,CHAR_P2K_I1_db_transfer,CHAR_P2L_I1_pot_value,CHAR_P2M_I1_annuity_interest,CHAR_P2N_I1_months_review,CHAR_P2O_I1_cash_drag,CHAR_P2P_I1_recent_adviser,CHAR_B3A_I1_risk_appetite,CHAR_B3B_I1_invest_exp,CHAR_B3C_I1_channel,ml_confidence,ml_model_version,gap_fill_turns,graph_completeness,fca_ref,rule_R_001_outcome,rule_R_002_outcome,rule_R_003_outcome,rule_R_004_outcome,rule_R_005_outcome,rule_R_006_outcome,rule_R_007_outcome,rule_R_008_outcome,rule_R_009_outcome,rule_R_010_outcome,rule_R_011_outcome,rule_R_012_outcome,gate_disposition
75f36b33-8c7c-4694-af5c-9d5c03362447,PARTY-01388,7b0582c1-fc0e-4d8c-a8cb-723f83353ea0,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,True,2,362.19,13377.22,False,False,False,,,15,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0.95,2.0.0,4,0.93,PS25/22-§SIT-INV-002,PASS,PASS,GATE,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,GATE,PASS,SUPPRESS
f0e84963-3731-4c8b-9968-9404f679b1ec,PARTY-01389,d5113440-42c2-42bc-807b-373c8e6b5be1,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,2,False,3,837.61,4655.53,False,False,False,False,True,27,,,,,,,,,,,,,,,,,,,,,,,3.59,0,1,0.88,2.0.0,2,0.9,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
d6cc3a6e-eb4d-4da7-9137-b84f5d9d7431,PARTY-01390,7e3fbc24-23f5-4e94-a66e-5a332c5da741,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,2,False,1,582.08,2000.0,False,False,False,,,28,23410.37,,,,,,,,,,,,,,,,,,,,,,2.6,1,0,0.81,2.0.0,2,0.98,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
270a20e2-d298-4e41-bdde-5eb7ff0520ee,PARTY-01391,73e90a98-a398-45ae-8690-4a3b2c0b425c,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,3,False,3,498.95,14621.51,True,False,False,,,30,,16.0,,,,,,,,,,,,,,,,,,,,,3.55,1,1,0.95,2.0.0,2,0.93,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c1d17e70-7876-4c8c-b313-79ab2bd8159c,PARTY-01392,2d9ba0a2-0e5a-48ce-ad1f-95e993c92b2e,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,2,False,1,647.29,2612.73,False,False,False,,,30,,,133.52,13.0,,,,,,,,,,,,,,,,,,,2.85,1,0,0.79,2.0.0,4,0.98,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
f3065621-98bc-4fe8-a7c3-510a6e1e9a18,PARTY-01393,f728b653-3434-4704-8a5e-5c7a6a4720d8,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,3,False,1,228.5,48672.35,False,False,False,,,43,,,,,16.0,False,,,,,,,,,,,,,,,,,2.24,2,0,0.88,2.0.0,3,0.94,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
c3dad067-57a3-42fb-a6ce-17c24cf51b19,PARTY-01394,8b02c45e-7cf2-49f4-a976-a03c0585a049,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,2,452.86,602.59,False,False,False,,,12,,,,,,,7.54,True,True,26.0,,,,,,,,,,,,,2.67,1,0,0.92,2.0.0,5,0.95,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
e225a6e6-ea0d-49a9-ba1a-75d66144cd05,PARTY-01395,a590ac9c-2410-48b1-bfca-59b78954d16a,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,2,False,1,475.77,8191.09,False,False,False,,,34,,,,,,,10.95,True,,22.0,True,True,False,,,,,,,,,,2.57,0,0,0.99,2.0.0,6,1.0,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
924c398b-f289-41c8-8f12-c28f55728049,PARTY-01396,18574beb-47ac-4913-b1d0-d98d79f4c1fa,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,2,False,1,533.56,5090.04,False,False,False,,,12,,,,,,,8.65,True,,9.0,,,,True,,,,,,,,,2.83,0,0,0.8,2.0.0,6,0.96,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
6426a882-82db-4d55-b8bb-58af6d2ec215,PARTY-01397,806069a4-7596-4973-90fb-fd20c9ed3f27,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,5,False,3,809.84,1000.0,False,False,False,,,51,,,,,,,8.11,True,,7.0,,,,,False,False,False,41922.63,,,,,1.68,2,1,0.79,2.0.0,3,0.94,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
a9b55d38-b852-43ed-9f6e-dc4e12034aaf,PARTY-01398,56a5d897-8f8e-4047-9473-c0a6f5a0042d,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,5,False,2,524.98,609.12,False,False,False,,,40,,,,,,,,True,,4.0,,,,,False,False,False,18059.14,,,,,1.31,1,0,0.56,2.0.0,3,0.91,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
4a8934b4-2620-4921-9c3c-745e3bc21375,PARTY-01399,39511c83-8699-4258-abc8-74950910c5ba,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,3,305.88,11646.97,False,False,False,,,28,,,,,,,8.81,True,,8.0,,,,,,,False,51113.76,True,,,,2.77,0,0,0.9,2.0.0,3,0.87,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
2fc89470-3390-4a9b-8609-0e6012abfff9,PARTY-01400,969b4104-5293-4158-91b4-b251b52218d7,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,3,250.28,17848.16,False,False,False,,,65,,,,,,,0.0,True,,7.0,,,,,,True,,32088.36,,33.0,True,False,3.47,2,1,0.86,2.0.0,4,0.99,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
959c2bf7-ac66-4573-9772-e16511204739,PARTY-01401,adeb1758-9793-42de-a80f-b77d8b6840aa,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,False,3,424.53,10000.0,False,False,False,,,28,,,,,,,,,,,,,,,,,,,,,,,2.23,2,0,0.81,2.0.0,4,0.88,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
37ebbe5e-1f6a-4527-8b9a-3c0d9590f524,PARTY-01402,2eda3e62-8040-4359-9df6-41ea8be8f63a,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,2,False,2,319.97,5746.76,False,False,False,,,8,,,,,,,,,,,,,,,,,,,,,,,2.73,0,1,0.88,2.0.0,4,0.96,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
da177624-533b-41ed-9ecc-2299675c9818,PARTY-01403,fc24b2e8-7ee5-4b41-9a3f-824b3ee8ca57,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,1,False,1,641.46,6566.16,False,False,False,False,True,28,,,,,,,,,,,,,,,,,,,,,,,3.63,1,1,0.94,2.0.0,3,0.88,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
9707c97b-4f1d-483c-896d-a84047e97a9f,PARTY-01404,a39bcbde-a5f9-4ca2-b9d6-8f0a3163cc4d,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,1,False,2,965.58,9172.44,False,False,False,,,16,15830.89,,,,,,,,,,,,,,,,,,,,,,2.52,1,1,0.87,2.0.0,2,0.98,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
4502ddb8-546d-44e1-a4bc-7e5e115eef43,PARTY-01405,a89c2143-721e-4a67-b314-8ac2e5588157,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,2,False,1,215.29,24718.93,True,False,False,,,52,,15.0,,,,,,,,,,,,,,,,,,,,,2.14,1,1,0.81,2.0.0,2,0.94,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
d83a71b8-0b85-4113-a182-dfea4363e618,PARTY-01406,b8c33642-1931-4de8-be98-0e0996e3ebc3,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,2,False,2,724.03,4221.45,False,False,False,,,20,,,92.43,9.0,,,,,,,,,,,,,,,,,,,2.05,1,1,0.87,2.0.0,3,0.97,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
ecc619da-f3ce-4f61-a488-26d247b53a43,PARTY-01407,645fec06-4dfa-4cc4-a1fe-d5fb0cf1f411,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,3,True,3,911.28,34803.78,False,False,False,,,43,,,,,26.0,False,,,,,,,,,,,,,,,,,3.3,1,0,0.89,2.0.0,3,0.93,PS25/22-§SIT-SD-001,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
6b162858-d5c0-4cca-8971-cc4a03867ec1,PARTY-01408,f0c90c04-d3e3-40d7-b184-e3fb52697dc5,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,1,439.86,2764.63,False,False,False,,,47,,,,,,,7.24,True,True,36.0,,,,,,,,,,,,,2.02,0,1,0.91,2.0.0,1,0.97,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
71ce6324-4160-4a50-bf3b-8d6de9a44861,PARTY-01409,89fcdada-07cd-4244-adc7-bb2939fe9244,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,1,False,2,459.8,2135.5,False,False,False,,,24,,,,,,,7.03,True,,25.0,True,True,False,,,,,,,,,,1.65,0,0,0.5,2.0.0,3,0.97,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
32ec09e0-6d3c-48cd-902e-11a456e5d11e,PARTY-01410,b0ef0ee3-e6f8-48d2-b38b-491bbf048442,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,3,False,2,759.02,3556.98,False,False,False,,,34,,,,,,,6.12,True,,20.0,,,,True,,,,,,,,,4.5,0,1,0.88,2.0.0,3,0.93,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
1cbe66e1-c3c7-484d-8c0f-74a14db8c77b,PARTY-01411,c43ae81a-6785-4534-80e7-8327e9f0e740,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,3,False,1,562.58,4511.02,False,False,False,,,29,,,,,,,10.05,True,,14.0,,,,,False,False,False,19715.35,,,,,3.5,1,1,0.86,2.0.0,2,0.92,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
23b5514e-db2d-43d0-8bf8-4a7e593780ec,PARTY-01412,e436e4ac-5166-4f0f-b419-2d603c608462,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,5,False,3,240.22,12762.92,False,False,False,,,51,,,,,,,,True,,1.0,,,,,False,False,False,21788.76,,,,,2.81,1,1,0.89,2.0.0,3,0.92,PS25/22-§SIT-DEC-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
0cdb09d6-a50b-4fb4-b550-07033613fb0f,PARTY-01413,9afab53f-c65c-4993-a483-1481c8348378,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,3,639.0,45503.14,False,False,False,,,43,,,,,,,11.07,True,,8.0,,,,,,,False,93889.02,True,,,,3.25,0,0,0.77,2.0.0,3,0.96,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
a72ce968-6e5a-4db6-9bb4-6723424e1806,PARTY-01414,08c376ee-96bb-420a-bd2d-c7583bea921d,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,4,False,2,725.88,3472.56,False,False,False,,,45,,,,,,,0.0,True,,1.0,,,,,,True,,49146.15,,22.0,True,False,2.96,1,0,0.82,2.0.0,1,0.88,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
4bbe381e-596f-42f6-bdf5-762c97ea4398,PARTY-01415,cafea33f-a5fd-4e3e-a27e-dc50126e25ef,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,False,1,587.43,15042.47,False,False,False,,,15,,,,,,,,,,,,,,,,,,,,,,,2.06,0,0,0.8,2.0.0,3,0.92,PS25/22-§SIT-INV-001,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
cb6c7ca9-6643-4559-a08c-94ce9d43cbd4,PARTY-01416,6f4f9bbd-9a13-4fed-ad61-fb0f2801f754,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,2,False,1,326.36,3819.91,False,False,False,,,24,,,,,,,,,,,,,,,,,,,,,,,2.09,0,0,0.93,2.0.0,2,0.94,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
574cce0e-cc1f-4118-a35b-96acbdf516e6,PARTY-01417,4a74672c-d6f6-46f3-b6e6-9b155a67ccb4,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,1,False,2,436.5,9698.78,True,False,False,False,True,22,,,,,,,,,,,,,,,,,,,,,,,1.32,1,0,0.78,2.0.0,2,0.92,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
8f8e8fd7-bca1-4651-ae0a-5ffcbd12f80a,PARTY-01418,4707857d-d9f4-4add-b77c-b5860c442733,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,2,False,1,187.92,9992.43,False,False,False,,,30,8417.55,,,,,,,,,,,,,,,,,,,,,,2.68,1,0,0.89,2.0.0,2,0.95,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
cf59ddaa-d0b5-4d67-8c9d-a303e52f9f50,PARTY-01419,d68077a9-53ba-4bd8-98ae-e8b56ddc1aa6,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,1,False,1,523.16,12445.32,True,False,False,,,49,,16.0,,,,,,,,,,,,,,,,,,,,,1.94,2,1,0.95,2.0.0,6,0.91,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
e7dac68c-2d3e-428f-9281-4b1eb7ca4898,PARTY-01420,4ad3ff9b-b531-4cd8-9917-a3c11954740d,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,2,False,1,368.28,6783.77,False,False,False,,,26,,,96.26,11.0,,,,,,,,,,,,,,,,,,,2.3,1,1,0.43,2.0.0,2,0.91,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
a5f35b76-321b-4172-8a6c-64796cee52c5,PARTY-01421,cc5e3288-bb68-4646-a59f-db945b84c4d9,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,4,False,2,924.97,43802.21,False,False,False,,,46,,,,,34.0,False,,,,,,,,,,,,,,,,,2.83,2,0,0.9,2.0.0,1,0.91,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
3c13736b-b69c-478e-ae71-69377b8b0ea5,PARTY-01422,9ad17e0d-c186-4e62-9b85-67d13f14d347,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,False,2,747.74,0.0,False,False,False,,,59,,,,,,,6.13,True,True,30.0,,,,,,,,,,,,,2.91,1,1,0.96,2.0.0,4,0.89,PS25/22-§SIT-PEN-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
03d1ebaf-d0e1-48da-a197-f989a6fa1eb1,PARTY-01423,1281e206-e9c2-4322-8a7f-6ce557323755,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,2,False,2,361.13,5973.2,False,False,False,,,35,,,,,,,6.81,True,,11.0,True,True,False,,,,,,,,,,2.03,1,0,0.88,2.0.0,1,0.91,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
9fc40a28-9466-48cb-9e82-16e0783d5b27,PARTY-01424,d2deb6ee-ba8c-4c22-8920-d95e6596eeb3,SIT-PEN-003,SEG-PEN-003,SUG-PEN-003,DC_PENSION_CONTRIBUTION_REVIEW,1,False,1,789.46,1255.53,False,False,False,,,40,,,,,,,12.0,True,,29.0,,,,True,,,,,,,,,2.61,1,1,0.92,2.0.0,1,0.88,PS25/22-§SIT-PEN-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
dc429040-5c18-4ddb-82b3-0f8f04db9a17,PARTY-01425,6e6990a3-906c-433c-bf1c-f44d939d5c91,SIT-DEC-001,SEG-DEC-001,SUG-DEC-001,DECUMULATION_PATHWAY_DIRECTION,4,False,3,718.88,9312.38,False,False,False,,,51,,,,,,,10.48,True,,9.0,,,,,False,False,False,57463.38,,,,,1.73,2,0,0.89,2.0.0,4,0.92,PS25/22-§SIT-DEC-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
2503285a-5626-485c-9f63-283908d49df9,PARTY-01426,f7c8299c-1623-4ebb-a920-ba74fcfc1335,SIT-DEC-002,SEG-DEC-002,SUG-DEC-002,DC_PENSION_SMALL_POT_ACCESS,4,True,1,504.17,11386.88,False,False,False,,,29,,,,,,,,True,,3.0,,,,,False,False,False,10531.41,,,,,2.08,1,1,0.82,2.0.0,5,0.97,PS25/22-§SIT-DEC-002,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,HUMAN_REVIEW
91fd5881-21f1-43cd-bbfb-73de2ea59221,PARTY-01427,a3f73a8d-1888-464a-bd34-30e46909e410,SIT-DEC-003,SEG-DEC-003,SUG-DEC-003,ANNUITY_FEATURES_REFERRAL,4,False,2,351.29,13615.85,False,False,False,,,79,,,,,,,9.5,True,,0.0,,,,,,,False,70186.67,True,,,,2.12,1,0,0.96,2.0.0,4,0.94,PS25/22-§SIT-DEC-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
276c3cd3-1612-4222-a618-ba5be288260a,PARTY-01428,60f3b219-1e49-4585-850a-03d505499bf9,SIT-DEC-004,SEG-DEC-004,SUG-DEC-004,DRAWDOWN_REVIEW_PROMPT,5,False,3,282.93,2901.1,False,False,False,,,12,,,,,,,0.0,True,,4.0,,,,,,True,,38277.45,,29.0,True,False,2.51,2,1,0.91,2.0.0,3,0.91,PS25/22-§SIT-DEC-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
e03679af-811c-40dd-9960-6ac0dea3a5db,PARTY-01429,7cb68853-1ad1-424e-8332-81e7877fc52a,SIT-INV-001,SEG-INV-001,SUG-INV-001,STOCKS_SHARES_ISA,2,True,3,539.92,19576.76,False,False,False,,,16,,,,,,,,,,,,,,,,,,,,,,,2.96,1,1,0.84,2.0.0,3,0.93,PS25/22-§SIT-INV-001,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,HUMAN_REVIEW
139ea3e9-7e8c-44d7-ad94-59b8f7c6485d,PARTY-01430,ec21d305-062b-4fde-8d4b-b83e6464ac8d,SIT-INV-002,SEG-INV-002,SUG-INV-002,STOCKS_SHARES_ISA_REGULAR,1,False,1,463.18,13861.12,False,False,False,,,24,,,,,,,,,,,,,,,,,,,,,,,3.32,0,0,0.82,2.0.0,1,0.94,PS25/22-§SIT-INV-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
bf21c142-2a11-4383-8b90-48810ebc7781,PARTY-01431,654bf5ac-3626-4d6d-84c2-67452e4acce5,SIT-INV-003,SEG-INV-003,SUG-INV-003,STOCKS_SHARES_ISA_TAX_YEAR,3,False,3,692.28,500.0,False,False,False,False,True,28,,,,,,,,,,,,,,,,,,,,,,,1.11,1,0,0.54,2.0.0,4,0.96,PS25/22-§SIT-INV-003,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,GATE,PASS,PASS,PASS,HUMAN_REVIEW
fc07a702-76b7-4464-a673-a100b611dc97,PARTY-01432,f54a02f3-900d-46cb-b6f7-7cea76aab753,SIT-INV-004,SEG-INV-004,SUG-INV-004,ISA_AND_GIA_LUMP_SUM,3,False,1,231.79,13855.79,False,False,False,,,6,28490.62,,,,,,,,,,,,,,,,,,,,,,4.26,1,0,0.8,2.0.0,2,0.9,PS25/22-§SIT-INV-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
db472bf3-63d7-4fac-bee8-89193cff48c7,PARTY-01433,7c7a9fce-76ce-4471-be44-c7ecac196584,SIT-INV-005,SEG-INV-005,SUG-INV-005,REVIEW_PROMPT_DO_NOTHING,2,False,3,361.39,17220.24,True,False,False,,,48,,24.0,,,,,,,,,,,,,,,,,,,,,1.49,1,1,0.95,2.0.0,6,1.0,PS25/22-§SIT-INV-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
54f06b0c-defc-4893-a8aa-0efcfacb1806,PARTY-01434,e0631465-08ba-4e47-8485-6d3514cc4692,SIT-INV-006,SEG-INV-006,SUG-INV-006,STOCKS_SHARES_ISA_REGULAR_ADDITION,2,False,1,232.36,1694.66,False,False,False,,,20,,,180.87,13.0,,,,,,,,,,,,,,,,,,,1.96,1,0,0.87,2.0.0,3,0.91,PS25/22-§SIT-INV-006,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,SUPPRESS
92ece44c-4137-47cb-8cfd-12d8428a50ed,PARTY-01435,7367305b-2578-484c-b0d2-1a74056bb3c3,SIT-SD-001,SEG-SD-001,SUG-SD-001,MATURITY_REINVESTMENT_OPTIONS,4,False,2,742.55,42166.11,False,False,False,,,49,,,,,39.0,False,,,,,,,,,,,,,,,,,1.83,1,1,0.92,2.0.0,4,0.92,PS25/22-§SIT-SD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
a1a0a571-2538-4bb7-9246-3ffa536da98f,PARTY-01436,8e387f59-d1ce-4a5c-ad38-1f75605e2d26,SIT-PEN-001,SEG-PEN-001,SUG-PEN-001,DC_PENSION_CONTRIBUTION_INCREASE,2,True,1,644.72,815.38,False,False,False,,,55,,,,,,,6.03,True,True,17.0,,,,,,,,,,,,,2.07,1,1,0.81,2.0.0,1,0.97,PS25/22-§SIT-PEN-001,PASS,PASS,GATE,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,HUMAN_REVIEW
c1225042-34f5-4bff-8b0c-f8184c209dac,PARTY-01437,6e2f5e52-f9f8-4033-8807-adde57858bfe,SIT-PEN-002,SEG-PEN-002,SUG-PEN-002,DC_PENSION_FUND_SWITCH,4,False,2,228.92,6254.75,False,False,False,,,35,,,,,,,9.67,True,,19.0,True,True,False,,,,,,,,,,1.89,0,0,0.86,2.0.0,1,0.89,PS25/22-§SIT-PEN-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,EMIT
